2.228339999999999835e-02 1.304619999999999946e-01 6.447049999999999725e-01 2.865040000000000031e+00 9.630530000000000479e-01 -9.020000000000000240e-01
2.243910000000000002e-02 1.247120000000000034e-01 5.571019999999999861e-01 2.815539999999999932e+00 9.813790000000000013e-01 -1.189999999999999947e+00
2.255040000000000169e-02 1.158470000000000055e-01 5.844780000000000530e-01 2.568020000000000191e+00 9.254379999999999828e-01 -9.779999999999999805e-01
2.266160000000000049e-02 1.220760000000000040e-01 7.213580000000000547e-01 3.644730000000000025e+00 9.341180000000000039e-01 -1.133999999999999897e+00
2.272839999999999930e-02 1.170449999999999963e-01 7.761099999999999666e-01 2.518520000000000092e+00 9.871659999999999879e-01 -1.149999999999999911e+00
2.290640000000000037e-02 1.309410000000000018e-01 7.350459999999999772e-01 3.186819999999999986e+00 1.005489999999999995e+00 -1.090000000000000080e+00
2.301759999999999917e-02 1.242329999999999962e-01 6.200660000000000061e-01 3.397209999999999841e+00 9.283310000000000173e-01 -8.499999999999999778e-01
2.303989999999999858e-02 1.117729999999999974e-01 7.514710000000000001e-01 3.570479999999999876e+00 9.476210000000000466e-01 -9.579999999999999627e-01
2.317340000000000025e-02 1.091379999999999989e-01 6.392299999999999649e-01 3.025929999999999787e+00 9.726979999999999515e-01 -1.070000000000000062e+00
2.328459999999999905e-02 1.134509999999999963e-01 5.680520000000000014e-01 3.087810000000000166e+00 9.939170000000000504e-01 -9.220000000000000417e-01
